team,home_status,goals,shots,blocked_shots,penalty_minutes,power_play_percentage,power_play_goals,power_play_chances,faceoff_percent,takeaways,giveaways,hits,goal_diff,won
New Jersey Devils,home,1,26,7,4,0.0,0.0,2.0,39.6,5,15,18,-4,no
New York Islanders,away,5,42,20,8,0.0,0.0,3.0,54.9,8,8,62,1,yes
Pittsburgh Penguins,home,4,31,12,6,50.0,2.0,4.0,45.1,11,7,35,-1,no
Montréal Canadiens,away,2,32,7,4,0.0,0.0,2.0,62.1,9,9,27,-3,no
Columbus Blue Jackets,home,5,26,21,4,50.0,1.0,2.0,37.9,9,6,26,3,yes
Ottawa Senators,away,4,33,3,8,0.0,0.0,4.0,50.0,4,10,21,1,yes
Detroit Red Wings,home,3,38,10,10,0.0,0.0,3.0,50.0,5,17,21,-1,no
Tampa Bay Lightning,away,1,18,14,10,0.0,0.0,2.0,45.3,13,7,33,-2,no
St. Louis Blues,home,3,34,15,6,0.0,0.0,4.0,54.7,12,11,18,2,yes
Winnipeg Jets,away,2,25,16,8,0.0,0.0,2.0,52.0,9,6,10,1,yes
Nashville Predators,home,1,39,18,8,0.0,0.0,2.0,48.0,5,11,18,-1,no
Carolina Hurricanes,away,4,33,23,6,0.0,0.0,1.0,53.2,11,4,23,2,yes
Chicago Blackhawks,home,2,32,20,12,0.0,0.0,3.0,46.8,7,13,24,-2,no
Vancouver Canucks,away,1,33,14,6,0.0,0.0,5.0,38.7,0,10,10,-5,no
Dallas Stars,home,6,31,15,10,33.3,1.0,3.0,61.3,7,13,18,5,yes
Colorado Avalanche,away,3,26,21,4,0.0,0.0,2.0,44.6,8,7,10,1,yes
Calgary Flames,home,2,33,11,4,0.0,0.0,2.0,55.4,11,20,21,-1,no
Toronto Maple Leafs,away,2,33,19,4,50.0,1.0,2.0,53.8,8,4,28,-2,no
Vegas Golden Knights,home,4,37,22,4,100.0,2.0,2.0,46.2,12,10,30,2,yes
Edmonton Oilers,away,5,29,19,4,50.0,1.0,2.0,39.0,10,9,22,3,yes
San Jose Sharks,home,2,35,9,4,0.0,0.0,2.0,61.0,10,10,35,-3,no
Ottawa Senators,away,2,24,18,2,0.0,0.0,3.0,45.6,6,14,27,1,yes
Montréal Canadiens,home,1,36,15,6,100.0,1.0,1.0,54.4,15,10,31,-1,no
Washington Capitals,away,1,31,7,11,33.3,1.0,3.0,57.1,9,12,29,-3,no
New York Rangers,home,4,31,13,11,66.7,2.0,3.0,42.9,12,10,27,3,yes
Buffalo Sabres,away,2,38,11,11,25.0,1.0,4.0,46.4,11,14,14,-1,no
Boston Bruins,home,3,27,17,15,100.0,2.0,2.0,53.6,8,4,20,1,yes
Anaheim Ducks,away,4,32,15,2,100.0,1.0,1.0,46.9,14,11,22,-1,no
Florida Panthers,home,5,28,18,2,0.0,0.0,1.0,53.1,15,17,17,1,yes
Pittsburgh Penguins,away,3,26,11,16,0.0,0.0,3.0,45.2,10,14,28,-1,no
New York Islanders,home,4,24,13,8,28.6,2.0,7.0,54.8,9,26,39,1,yes
Philadelphia Flyers,away,5,23,13,10,33.3,1.0,3.0,54.2,3,10,17,2,yes
Carolina Hurricanes,home,3,36,14,16,20.0,1.0,5.0,45.8,7,13,6,-2,no
Detroit Red Wings,away,4,26,14,10,0.0,0.0,3.0,46.9,3,7,22,-1,no
Columbus Blue Jackets,home,5,37,9,6,40.0,2.0,5.0,53.1,2,11,15,1,yes
Calgary Flames,away,0,40,6,9,0.0,0.0,4.0,44.8,8,9,20,-5,no
St. Louis Blues,home,5,31,11,13,50.0,1.0,2.0,55.2,9,7,10,5,yes
Vancouver Canucks,away,6,23,22,12,83.3,5.0,6.0,50.7,4,11,5,3,yes
Nashville Predators,home,3,48,7,12,16.7,1.0,6.0,49.3,4,13,17,-3,no
Colorado Avalanche,away,2,27,15,10,50.0,1.0,2.0,47.5,4,5,13,-1,no
Minnesota Wild,home,3,31,17,6,25.0,1.0,4.0,52.5,9,5,10,1,yes
Tampa Bay Lightning,away,4,35,19,6,33.3,1.0,3.0,42.9,11,12,41,2,yes
Chicago Blackhawks,home,2,34,16,6,0.0,0.0,3.0,57.1,9,12,20,-2,no
Winnipeg Jets,away,3,26,14,4,0.0,0.0,2.0,34.0,4,20,19,-2,no
Dallas Stars,home,5,36,18,4,0.0,0.0,2.0,66.0,7,22,14,2,yes
Toronto Maple Leafs,away,3,33,14,6,0.0,0.0,0.0,52.2,2,4,17,2,yes
Arizona Coyotes,home,1,31,20,0,0.0,0.0,3.0,47.8,4,13,28,-2,no
San Jose Sharks,away,2,29,19,6,0.0,0.0,2.0,47.4,5,10,35,1,yes
Vegas Golden Knights,home,1,38,12,4,0.0,0.0,3.0,52.6,7,11,39,-1,no
Edmonton Oilers,away,1,26,16,22,0.0,0.0,2.0,49.1,2,6,23,-4,no
Los Angeles Kings,home,5,30,8,4,16.7,1.0,6.0,50.9,4,16,27,4,yes
New Jersey Devils,away,1,37,9,11,25.0,1.0,4.0,54.0,1,11,32,-3,no
Pittsburgh Penguins,home,4,41,13,13,0.0,0.0,3.0,46.0,7,4,32,3,yes
New York Rangers,away,1,31,6,10,0.0,0.0,4.0,45.5,2,4,24,-3,no
Ottawa Senators,home,4,39,12,8,40.0,2.0,5.0,54.5,7,14,21,3,yes
Vancouver Canucks,away,1,33,8,6,20.0,1.0,5.0,45.3,11,11,12,0,no
Washington Capitals,home,1,33,12,10,0.0,0.0,3.0,54.7,12,8,27,0,no
Calgary Flames,away,2,27,17,6,0.0,0.0,3.0,40.5,7,14,24,0,no
Philadelphia Flyers,home,2,38,13,6,0.0,0.0,3.0,59.5,9,12,8,0,no
Arizona Coyotes,away,3,19,16,6,100.0,1.0,1.0,41.1,1,10,24,1,yes
Los Angeles Kings,home,2,45,10,2,33.3,1.0,3.0,58.9,3,11,18,-1,no
Minnesota Wild,away,4,36,16,8,28.6,2.0,7.0,50.0,13,7,23,-1,no
Boston Bruins,home,5,39,13,16,33.3,1.0,3.0,50.0,6,5,25,1,yes
New York Rangers,away,6,34,27,10,0.0,0.0,3.0,50.0,3,9,29,1,yes
Montréal Canadiens,home,5,43,12,6,0.0,0.0,5.0,50.0,4,8,19,-1,no
Anaheim Ducks,away,2,38,14,24,0.0,0.0,3.0,44.4,5,2,15,-4,no
Tampa Bay Lightning,home,6,27,14,12,75.0,3.0,4.0,55.6,9,7,20,4,yes
Detroit Red Wings,away,1,20,8,15,0.0,0.0,4.0,52.8,4,6,26,-4,no
New Jersey Devils,home,5,34,10,15,0.0,0.0,4.0,47.2,11,4,28,4,yes
Florida Panthers,away,2,23,20,4,0.0,0.0,2.0,58.0,5,11,22,-2,no
Carolina Hurricanes,home,4,34,7,4,0.0,0.0,2.0,42.0,13,8,21,2,yes
Columbus Blue Jackets,away,3,35,9,6,60.0,3.0,5.0,43.4,8,7,13,-1,no
Winnipeg Jets,home,4,31,13,10,0.0,0.0,3.0,56.6,3,6,19,1,yes
Toronto Maple Leafs,away,5,28,26,6,50.0,1.0,2.0,39.7,11,9,17,2,yes
Colorado Avalanche,home,3,37,16,4,33.3,1.0,3.0,60.3,11,11,17,-2,no
Nashville Predators,away,4,43,18,6,0.0,0.0,3.0,54.8,10,3,20,2,yes
St. Louis Blues,home,2,26,7,6,33.3,1.0,3.0,45.2,6,10,26,-2,no
Chicago Blackhawks,away,1,39,20,8,0.0,0.0,4.0,50.0,10,11,14,0,no
Dallas Stars,home,1,41,20,8,0.0,0.0,4.0,50.0,12,11,23,0,no
Edmonton Oilers,away,4,31,19,0,33.3,1.0,3.0,49.2,12,1,36,2,yes
Vegas Golden Knights,home,2,27,18,6,0.0,0.0,0.0,50.8,10,14,46,-2,no
New York Islanders,away,1,28,14,7,0.0,0.0,6.0,46.7,8,8,31,-1,no
San Jose Sharks,home,2,26,18,17,0.0,0.0,1.0,53.3,12,7,22,1,yes
Buffalo Sabres,away,5,26,15,8,0.0,0.0,2.0,44.0,7,9,21,3,yes
Florida Panthers,home,2,45,8,4,25.0,1.0,4.0,56.0,10,7,12,-3,no
Carolina Hurricanes,away,2,36,10,2,0.0,0.0,2.0,45.5,3,10,14,2,yes
Detroit Red Wings,home,0,19,12,4,0.0,0.0,1.0,54.5,2,25,25,-2,no
Edmonton Oilers,away,3,37,15,4,100.0,1.0,1.0,49.1,6,9,21,0,no
Arizona Coyotes,home,3,30,17,2,50.0,1.0,2.0,50.9,11,8,18,0,no
Buffalo Sabres,away,2,30,12,8,0.0,0.0,4.0,36.2,4,3,14,-3,no
Tampa Bay Lightning,home,5,29,12,8,25.0,1.0,4.0,63.8,7,6,23,3,yes
Minnesota Wild,away,2,28,18,8,0.0,0.0,2.0,50.0,10,10,14,-1,no
New York Rangers,home,3,31,13,4,25.0,1.0,4.0,50.0,10,15,23,1,yes
Vancouver Canucks,away,1,17,20,2,0.0,0.0,2.0,38.5,4,14,19,-1,no
Philadelphia Flyers,home,2,34,16,4,0.0,0.0,1.0,61.5,5,12,17,1,yes
Calgary Flames,away,2,34,14,6,50.0,1.0,2.0,52.9,7,2,30,-1,no
Pittsburgh Penguins,home,3,38,17,4,33.3,1.0,3.0,47.1,8,9,29,1,yes
Ottawa Senators,away,0,25,15,6,0.0,0.0,2.0,50.0,8,13,23,-1,no
Columbus Blue Jackets,home,1,19,14,4,0.0,0.0,3.0,50.0,9,13,18,1,yes
St. Louis Blues,away,2,25,17,11,0.0,0.0,3.0,39.1,3,6,15,0,no
Nashville Predators,home,2,39,10,11,0.0,0.0,3.0,60.9,2,8,22,0,no
Vegas Golden Knights,away,2,28,20,8,0.0,0.0,4.0,53.8,7,11,21,-2,no
Dallas Stars,home,4,28,29,10,66.7,2.0,3.0,46.2,14,20,23,2,yes
New York Islanders,away,0,26,10,9,0.0,0.0,2.0,49.0,7,13,30,-3,no
Anaheim Ducks,home,3,23,20,9,0.0,0.0,2.0,51.0,11,10,26,3,yes
San Jose Sharks,away,4,25,20,10,0.0,0.0,2.0,43.1,2,8,21,1,yes
Los Angeles Kings,home,3,36,12,4,0.0,0.0,5.0,56.9,2,12,24,-1,no
Boston Bruins,away,8,24,16,6,100.0,2.0,2.0,50.0,9,24,19,7,yes
Montréal Canadiens,home,1,37,12,6,0.0,0.0,2.0,50.0,11,18,34,-7,no
Minnesota Wild,away,3,29,11,4,25.0,1.0,4.0,56.2,10,3,6,1,yes
New Jersey Devils,home,2,34,11,8,50.0,1.0,2.0,43.8,6,21,14,-1,no
Dallas Stars,away,0,32,17,2,0.0,0.0,2.0,56.4,8,10,38,-3,no
Chicago Blackhawks,home,3,38,18,4,100.0,1.0,1.0,43.6,10,16,32,3,yes
Calgary Flames,away,3,29,12,4,0.0,0.0,2.0,54.4,1,9,13,1,yes
Buffalo Sabres,home,2,36,10,4,0.0,0.0,2.0,45.6,5,10,9,-1,no
Boston Bruins,away,2,21,21,4,0.0,0.0,2.0,48.9,5,11,30,1,yes
Ottawa Senators,home,1,34,15,4,0.0,0.0,2.0,51.1,7,9,34,-1,no
Toronto Maple Leafs,away,6,54,5,0,100.0,1.0,1.0,55.4,3,10,14,6,yes
Detroit Red Wings,home,0,25,11,2,0.0,0.0,0.0,44.6,2,9,25,-6,no
St. Louis Blues,away,4,33,12,8,50.0,1.0,2.0,53.8,3,5,21,1,yes
Tampa Bay Lightning,home,3,35,4,4,25.0,1.0,4.0,46.2,10,3,22,-1,no
Carolina Hurricanes,away,2,43,11,10,20.0,1.0,5.0,60.0,7,11,27,-1,no
New York Rangers,home,3,25,22,10,20.0,1.0,5.0,40.0,15,13,20,1,yes
Vancouver Canucks,away,6,22,21,10,50.0,1.0,2.0,45.2,2,4,45,-2,no
Pittsburgh Penguins,home,8,40,11,6,50.0,2.0,4.0,54.8,12,15,33,2,yes
Florida Panthers,away,3,40,18,6,0.0,0.0,3.0,59.3,7,8,10,-1,no
Washington Capitals,home,4,20,18,8,0.0,0.0,2.0,40.7,5,11,28,1,yes
Philadelphia Flyers,away,3,22,10,2,20.0,1.0,5.0,51.9,5,12,28,1,yes
Columbus Blue Jackets,home,2,30,15,20,0.0,0.0,1.0,48.1,4,14,15,-1,no
Vegas Golden Knights,away,4,30,13,4,0.0,0.0,2.0,48.3,8,3,18,1,yes
Nashville Predators,home,3,34,18,4,0.0,0.0,2.0,51.7,10,12,14,-1,no
Anaheim Ducks,away,3,34,10,6,0.0,0.0,3.0,60.8,6,14,27,0,no
Arizona Coyotes,home,3,28,19,8,50.0,1.0,2.0,39.2,7,14,26,0,no
Edmonton Oilers,away,1,20,19,29,0.0,0.0,1.0,35.4,11,9,21,-3,no
Colorado Avalanche,home,4,50,12,8,0.0,0.0,5.0,64.6,10,11,25,3,yes
New York Islanders,away,1,25,13,10,0.0,0.0,3.0,50.9,1,11,29,-3,no
Los Angeles Kings,home,4,30,16,8,25.0,1.0,4.0,49.1,4,16,11,3,yes
Winnipeg Jets,away,5,26,17,34,33.3,1.0,3.0,50.0,9,10,25,4,yes
San Jose Sharks,home,1,33,5,18,0.0,0.0,6.0,50.0,11,10,18,-4,no
New Jersey Devils,away,6,35,25,4,0.0,0.0,3.0,42.4,10,18,15,2,yes
Montréal Canadiens,home,4,48,12,6,0.0,0.0,2.0,57.6,6,13,38,-2,no
New York Rangers,away,2,28,10,7,0.0,0.0,6.0,49.1,7,11,17,-1,no
Boston Bruins,home,3,27,7,17,0.0,0.0,1.0,50.9,9,9,26,1,yes
Toronto Maple Leafs,away,4,29,5,6,0.0,0.0,4.0,39.3,4,6,8,-2,no
Buffalo Sabres,home,6,36,10,10,0.0,0.0,2.0,60.7,4,5,6,2,yes
Detroit Red Wings,away,1,33,14,6,0.0,0.0,3.0,47.5,4,9,22,-5,no
Philadelphia Flyers,home,6,35,12,6,33.3,1.0,3.0,52.5,8,10,16,5,yes
Colorado Avalanche,away,5,23,21,9,33.3,1.0,3.0,42.4,7,11,31,3,yes
Chicago Blackhawks,home,2,36,11,13,0.0,0.0,1.0,57.6,11,9,33,-3,no
Ottawa Senators,away,2,35,15,8,0.0,0.0,1.0,53.3,4,3,12,-5,no
Minnesota Wild,home,7,35,10,4,33.3,1.0,3.0,46.7,10,6,9,5,yes
Winnipeg Jets,away,3,20,9,11,25.0,1.0,4.0,50.0,9,9,19,3,yes
Anaheim Ducks,home,0,24,8,35,0.0,0.0,2.0,50.0,7,18,18,-3,no
Los Angeles Kings,away,1,34,16,6,0.0,0.0,1.0,54.2,8,10,20,-3,no
San Jose Sharks,home,4,22,13,2,0.0,0.0,3.0,45.8,13,11,23,3,yes
Tampa Bay Lightning,away,3,30,28,6,25.0,1.0,4.0,52.2,5,4,24,-1,no
Washington Capitals,home,4,35,14,10,100.0,2.0,2.0,47.8,13,6,42,1,yes
Arizona Coyotes,away,1,36,16,10,0.0,0.0,1.0,45.6,7,4,20,0,no
Vegas Golden Knights,home,1,38,12,4,20.0,1.0,5.0,54.4,13,12,45,0,no
Pittsburgh Penguins,away,2,31,7,8,0.0,0.0,4.0,50.0,8,7,22,-3,no
Columbus Blue Jackets,home,5,30,16,8,50.0,2.0,4.0,50.0,4,8,22,3,yes
Nashville Predators,away,3,28,16,6,0.0,0.0,4.0,60.4,12,13,24,3,yes
Carolina Hurricanes,home,0,31,7,8,0.0,0.0,3.0,39.6,13,14,13,-3,no
St. Louis Blues,away,3,40,17,0,0.0,0.0,2.0,47.4,9,16,20,2,yes
Dallas Stars,home,1,32,26,4,0.0,0.0,0.0,52.6,14,17,34,-2,no
New York Rangers,away,4,23,11,34,50.0,1.0,2.0,56.6,6,5,17,4,yes
New Jersey Devils,home,0,33,2,13,0.0,0.0,8.0,43.4,6,13,32,-4,no
Philadelphia Flyers,away,4,29,11,6,0.0,0.0,2.0,55.0,4,10,33,1,yes
Montréal Canadiens,home,3,42,20,4,33.3,1.0,3.0,45.0,2,18,35,-1,no
Buffalo Sabres,away,1,30,11,2,0.0,0.0,2.0,46.3,4,10,31,-1,no
Toronto Maple Leafs,home,2,43,11,4,100.0,1.0,1.0,53.7,8,10,27,1,yes
Washington Capitals,away,5,34,13,8,33.3,1.0,3.0,44.3,4,11,22,3,yes
Detroit Red Wings,home,2,27,10,6,25.0,1.0,4.0,55.7,3,9,26,-3,no
Carolina Hurricanes,away,3,24,20,12,25.0,1.0,4.0,48.3,9,2,15,1,yes
Tampa Bay Lightning,home,2,38,9,18,16.7,1.0,6.0,51.7,5,6,25,-1,no
Nashville Predators,away,0,27,18,8,0.0,0.0,4.0,50.0,12,9,24,-3,no
Florida Panthers,home,3,28,19,8,0.0,0.0,4.0,50.0,9,9,20,3,yes
Columbus Blue Jackets,away,0,39,8,0,0.0,0.0,1.0,56.8,4,13,17,-2,no
New York Islanders,home,2,27,14,2,0.0,0.0,0.0,43.2,10,19,37,2,yes
Ottawa Senators,away,1,27,16,6,0.0,0.0,1.0,60.0,6,5,21,-2,no
Calgary Flames,home,3,27,14,2,33.3,1.0,3.0,40.0,10,10,15,2,yes
Pittsburgh Penguins,away,2,31,11,6,0.0,0.0,2.0,55.1,10,5,13,-3,no
St. Louis Blues,home,5,27,8,4,33.3,1.0,3.0,44.9,10,9,14,3,yes
San Jose Sharks,away,4,30,8,6,0.0,0.0,1.0,52.3,2,7,23,2,yes
Arizona Coyotes,home,2,23,7,2,0.0,0.0,3.0,47.7,4,4,25,-2,no
Chicago Blackhawks,away,3,29,6,13,16.7,1.0,6.0,44.4,8,5,17,-4,no
Colorado Avalanche,home,7,29,18,17,25.0,1.0,4.0,55.6,11,4,16,4,yes
Vancouver Canucks,away,5,38,16,6,33.3,1.0,3.0,47.5,6,15,15,3,yes
Edmonton Oilers,home,2,30,9,6,0.0,0.0,3.0,52.5,5,15,25,-3,no
Winnipeg Jets,away,1,34,16,0,0.0,0.0,3.0,55.4,3,9,21,-1,no
Los Angeles Kings,home,2,34,11,6,0.0,0.0,0.0,44.6,2,7,21,1,yes
Dallas Stars,away,2,28,15,6,33.3,1.0,3.0,48.0,2,3,13,0,no
Minnesota Wild,home,2,29,19,6,66.7,2.0,3.0,52.0,9,7,13,0,no
Montréal Canadiens,away,1,29,12,8,0.0,0.0,1.0,58.9,15,7,28,-2,no
Boston Bruins,home,3,34,16,4,33.3,1.0,3.0,41.1,10,4,32,2,yes
Edmonton Oilers,away,3,28,23,4,100.0,2.0,2.0,55.3,6,8,14,1,yes
Vancouver Canucks,home,2,32,9,4,0.0,0.0,2.0,44.7,10,6,19,-1,no
New Jersey Devils,away,1,45,4,6,25.0,1.0,4.0,47.3,3,7,22,-6,no
Buffalo Sabres,home,7,32,12,10,50.0,1.0,2.0,52.7,1,11,9,6,yes
Vegas Golden Knights,away,4,32,21,12,100.0,2.0,2.0,55.8,8,6,23,3,yes
New York Rangers,home,1,30,11,6,0.0,0.0,6.0,44.2,7,23,17,-3,no
New York Islanders,away,4,25,14,12,20.0,1.0,5.0,55.1,3,14,19,3,yes
Detroit Red Wings,home,1,31,10,10,16.7,1.0,6.0,44.9,5,11,14,-3,no
St. Louis Blues,away,4,30,12,4,50.0,1.0,2.0,53.8,12,4,27,4,yes
Chicago Blackhawks,home,0,38,14,4,0.0,0.0,2.0,46.2,7,11,30,-4,no
Los Angeles Kings,away,2,36,18,2,0.0,0.0,2.0,61.1,6,9,19,-2,no
Anaheim Ducks,home,4,20,14,4,100.0,1.0,1.0,38.9,6,9,25,2,yes
Carolina Hurricanes,away,0,24,11,4,0.0,0.0,2.0,52.8,14,8,24,-2,no
Boston Bruins,home,2,34,10,4,0.0,0.0,2.0,47.2,10,14,31,2,yes
New York Islanders,away,2,23,18,2,0.0,0.0,3.0,61.9,6,19,33,-2,no
Montréal Canadiens,home,4,40,23,8,0.0,0.0,0.0,38.1,10,11,20,2,yes
Minnesota Wild,away,4,26,8,6,0.0,0.0,1.0,41.8,7,10,30,2,yes
Florida Panthers,home,2,46,10,2,33.3,1.0,3.0,58.2,8,13,12,-2,no
Vegas Golden Knights,away,4,30,16,6,33.3,1.0,3.0,53.7,12,6,19,1,yes
New Jersey Devils,home,3,35,13,8,0.0,0.0,2.0,46.3,7,10,23,-1,no
Toronto Maple Leafs,away,1,28,20,6,0.0,0.0,1.0,40.0,6,8,12,-5,no
Philadelphia Flyers,home,6,29,8,2,0.0,0.0,3.0,60.0,12,13,21,5,yes
Arizona Coyotes,away,4,28,14,6,100.0,1.0,1.0,56.6,3,3,11,2,yes
Columbus Blue Jackets,home,2,35,9,2,33.3,1.0,3.0,43.4,5,10,12,-2,no
Tampa Bay Lightning,away,3,31,10,15,0.0,0.0,3.0,49.2,7,4,17,1,yes
Nashville Predators,home,2,32,11,26,25.0,1.0,4.0,50.8,8,7,14,-1,no
Dallas Stars,away,1,28,13,13,0.0,0.0,3.0,33.9,4,6,26,-4,no
Winnipeg Jets,home,5,30,13,13,0.0,0.0,3.0,66.1,6,15,20,4,yes
Ottawa Senators,away,2,42,13,4,0.0,0.0,3.0,54.5,6,3,21,-3,no
Vancouver Canucks,home,5,29,16,6,50.0,1.0,2.0,45.5,11,8,23,3,yes
Washington Capitals,away,5,28,11,0,0.0,0.0,2.0,46.5,7,12,18,3,yes
San Jose Sharks,home,2,25,12,17,0.0,0.0,0.0,53.5,14,11,22,-3,no
Colorado Avalanche,away,3,30,11,2,33.3,1.0,3.0,35.2,9,9,24,2,yes
Toronto Maple Leafs,home,1,39,19,6,0.0,0.0,1.0,64.8,13,15,17,-2,no
St. Louis Blues,away,0,28,8,10,0.0,0.0,4.0,48.1,4,6,46,-3,no
Pittsburgh Penguins,home,3,33,10,8,0.0,0.0,5.0,51.9,14,7,37,3,yes
Ottawa Senators,away,5,25,16,14,50.0,1.0,2.0,50.9,12,7,26,3,yes
Edmonton Oilers,home,2,26,11,6,14.3,1.0,7.0,49.1,3,8,18,-3,no
Washington Capitals,away,3,22,12,6,0.0,0.0,2.0,53.1,5,9,21,2,yes
Los Angeles Kings,home,1,23,9,4,0.0,0.0,3.0,46.9,4,8,28,-2,no
Chicago Blackhawks,away,4,31,18,13,33.3,1.0,3.0,51.9,14,9,25,1,yes
Boston Bruins,home,3,40,10,11,0.0,0.0,4.0,48.1,10,16,30,-1,no
Colorado Avalanche,away,3,35,22,6,0.0,0.0,3.0,47.5,3,15,20,1,yes
Montréal Canadiens,home,2,40,18,6,33.3,1.0,3.0,52.5,7,16,38,-1,no
Minnesota Wild,away,5,21,22,10,0.0,0.0,2.0,43.9,9,5,13,1,yes
Tampa Bay Lightning,home,4,34,12,6,25.0,1.0,4.0,56.1,4,7,23,-1,no
Vegas Golden Knights,away,2,33,14,4,0.0,0.0,1.0,42.6,6,23,13,-1,no
New York Islanders,home,3,31,18,2,50.0,1.0,2.0,57.4,6,31,39,1,yes
Arizona Coyotes,away,3,18,22,6,50.0,2.0,4.0,40.0,6,15,19,2,yes
Philadelphia Flyers,home,1,29,9,8,0.0,0.0,3.0,60.0,8,10,21,-2,no
San Jose Sharks,away,2,30,10,8,0.0,0.0,2.0,66.7,5,13,20,0,no
Carolina Hurricanes,home,2,29,16,6,0.0,0.0,3.0,33.3,7,10,21,0,no
New York Rangers,away,3,19,13,10,50.0,1.0,2.0,46.2,9,6,22,1,yes
Columbus Blue Jackets,home,2,47,9,4,0.0,0.0,5.0,53.8,9,11,19,-1,no
Winnipeg Jets,away,2,38,13,12,0.0,0.0,3.0,49.1,10,9,19,-1,no
Dallas Stars,home,3,39,20,8,40.0,2.0,5.0,50.9,8,18,30,1,yes
Buffalo Sabres,away,3,29,10,4,12.5,1.0,8.0,54.5,11,14,11,-1,no
Calgary Flames,home,4,29,13,16,50.0,1.0,2.0,45.5,19,15,16,1,yes
Chicago Blackhawks,away,1,29,20,13,50.0,1.0,2.0,47.3,6,8,13,0,no
New Jersey Devils,home,1,30,20,9,25.0,1.0,4.0,52.7,8,13,18,0,no
Montréal Canadiens,away,2,33,18,4,0.0,0.0,1.0,60.5,8,10,25,1,yes
New York Rangers,home,1,30,11,2,0.0,0.0,2.0,39.5,4,12,19,-1,no
Arizona Coyotes,away,0,33,11,4,0.0,0.0,5.0,62.7,3,6,41,-2,no
Pittsburgh Penguins,home,2,26,13,10,0.0,0.0,2.0,37.3,6,11,54,2,yes
Los Angeles Kings,away,1,36,9,6,0.0,0.0,2.0,59.3,8,14,32,-1,no
Edmonton Oilers,home,2,20,15,4,66.7,2.0,3.0,40.7,8,14,19,1,yes
Washington Capitals,away,3,36,12,28,33.3,1.0,3.0,35.8,5,11,21,1,yes
Anaheim Ducks,home,2,29,5,38,0.0,0.0,3.0,64.2,6,11,27,-1,no
Ottawa Senators,away,3,30,6,16,0.0,0.0,3.0,46.2,2,6,22,-1,no
Philadelphia Flyers,home,4,21,11,16,0.0,0.0,2.0,53.8,6,13,19,1,yes
Buffalo Sabres,away,5,28,7,4,25.0,1.0,4.0,36.1,4,4,17,-1,no
Vancouver Canucks,home,6,30,15,8,50.0,1.0,2.0,63.9,8,10,29,1,yes
Colorado Avalanche,away,4,20,21,6,0.0,0.0,1.0,59.5,12,13,34,3,yes
Boston Bruins,home,1,20,10,2,0.0,0.0,3.0,40.5,10,7,36,-3,no
Pittsburgh Penguins,away,5,28,14,6,50.0,1.0,2.0,50.0,2,9,20,2,yes
Detroit Red Wings,home,3,28,5,4,66.7,2.0,3.0,50.0,4,12,22,-2,no
San Jose Sharks,away,1,38,5,8,0.0,0.0,4.0,52.4,7,4,21,-6,no
Tampa Bay Lightning,home,7,38,14,8,50.0,2.0,4.0,47.6,10,6,18,6,yes
Columbus Blue Jackets,away,1,34,17,13,0.0,0.0,3.0,40.4,2,6,19,-3,no
Florida Panthers,home,4,27,18,11,25.0,1.0,4.0,59.6,10,15,13,3,yes
Minnesota Wild,away,2,24,10,6,0.0,0.0,4.0,52.5,12,13,21,-4,no
Carolina Hurricanes,home,6,40,12,8,66.7,2.0,3.0,47.5,17,19,13,4,yes
Toronto Maple Leafs,away,5,27,14,13,100.0,2.0,2.0,42.6,7,8,9,3,yes
St. Louis Blues,home,2,28,19,9,0.0,0.0,4.0,57.4,10,5,24,-3,no
New Jersey Devils,away,4,33,13,12,25.0,1.0,4.0,45.9,9,11,11,-2,no
Nashville Predators,home,6,37,13,8,0.0,0.0,6.0,54.1,9,11,9,2,yes
New York Islanders,away,1,35,15,4,0.0,0.0,1.0,46.3,4,10,36,-2,no
Dallas Stars,home,3,37,16,2,100.0,2.0,2.0,53.7,7,20,16,2,yes
Los Angeles Kings,away,3,33,13,23,66.7,2.0,3.0,66.0,3,16,16,-1,no
Calgary Flames,home,4,30,13,21,25.0,1.0,4.0,34.0,14,17,21,1,yes
Anaheim Ducks,away,2,33,19,13,0.0,0.0,2.0,50.0,5,8,20,-1,no
Winnipeg Jets,home,3,33,14,9,25.0,1.0,4.0,50.0,5,13,17,1,yes
San Jose Sharks,away,1,31,14,23,33.3,1.0,3.0,52.3,3,5,21,-4,no
Florida Panthers,home,5,33,17,11,50.0,2.0,4.0,47.7,9,5,16,4,yes
Arizona Coyotes,away,3,47,14,9,33.3,2.0,6.0,48.1,11,11,30,0,no
Chicago Blackhawks,home,3,29,14,27,50.0,1.0,2.0,51.9,9,16,35,0,no
New York Rangers,away,5,25,18,13,40.0,2.0,5.0,39.3,11,9,36,5,yes
Vegas Golden Knights,home,0,38,6,15,0.0,0.0,4.0,60.7,11,13,21,-5,no
Buffalo Sabres,away,3,22,9,6,0.0,0.0,3.0,37.3,4,14,17,1,yes
Edmonton Oilers,home,2,28,15,6,33.3,1.0,3.0,62.7,12,23,13,-1,no
New York Islanders,away,5,24,18,10,50.0,1.0,2.0,41.7,11,4,22,4,yes
Tampa Bay Lightning,home,1,32,11,8,0.0,0.0,3.0,58.3,10,6,22,-4,no
Columbus Blue Jackets,away,5,38,17,6,0.0,0.0,5.0,42.2,7,9,20,3,yes
